bucket,line
well_formed_call_should_have_been_allowed,"<com.facebook.react.uimanager.ViewManagersPropertyCache: com.facebook.react.uimanager.ViewManagersPropertyCache$PropSetter createPropSetter(com.facebook.react.uimanager.annotations.ReactProp,java.lang.reflect.Method,java.lang.Class)> -> <com.facebook.react.uimanager.ViewManagersPropertyCache$ArrayPropSetter: void <init>(com.facebook.react.uimanager.annotations.ReactProp,java.lang.reflect.Method)>"
well_formed_call_should_have_been_allowed,<com.startapp.android.publish.h.a.e.c: byte[] a(java.lang.String)> -> <java.lang.StringBuilder: void <init>(int)>
well_formed_call_should_have_been_allowed,"<com.pixlr.model.k: void <init>(com.pixlr.model.Processor,com.pixlr.model.c,java.lang.String,int,com.pixlr.model.generator.DownloadableFile,com.pixlr.model.generator.DownloadableFile)> -> <java.lang.Object: void <init>()>"
well_formed_call_should_have_been_allowed,"<com.google.android.gms.internal.zzjo: void <init>(com.google.android.gms.internal.zzjn,boolean)> -> <android.view.View: android.content.Context getContext()>"
well_formed_call_should_have_been_allowed,"<com.google.android.gms.internal.zzjd: void <init>(com.google.android.gms.internal.zzjd$zza,com.google.android.gms.ads.internal.client.AdSizeParcel,boolean,boolean,com.google.android.gms.internal.zzan,com.google.android.gms.ads.internal.util.client.VersionInfoParcel,com.google.android.gms.internal.zzcg,com.google.android.gms.ads.internal.zzd)> -> <java.lang.Object: void <init>()>"
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzby: void <clinit>()> -> <com.google.android.gms.internal.zzbu: com.google.android.gms.internal.zzbu zzP(java.lang.String)>
well_formed_call_should_have_been_allowed,"<com.google.firebase.iid.k: void <init>(android.content.Context,java.lang.String)> -> <java.lang.String: java.lang.String valueOf(java.lang.Object)>"
well_formed_call_should_have_been_allowed,<com.crashlytics.android.ByteString: com.crashlytics.android.ByteString copyFromUtf8(java.lang.String)> -> <com.crashlytics.android.ByteString: void <init>(byte[])>
well_formed_call_should_have_been_allowed,<com.a.a.ak: void <init>(byte[])> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<jp.co.elecom.android.elenote.calendarview.custom.database.CustomDBHelper: void <init>(android.content.Context)> -> <android.database.sqlite.SQLiteOpenHelper: void <init>(android.content.Context,java.lang.String,android.database.sqlite.SQLiteDatabase$CursorFactory,int)>"
well_formed_call_should_have_been_allowed,<io.fabric.sdk.android.InitializationTask: void <init>(io.fabric.sdk.android.Kit)> -> <io.fabric.sdk.android.services.concurrency.PriorityAsyncTask: void <init>()>
well_formed_call_should_have_been_allowed,"<com.urbandroid.common.error.LogCatExtractor: java.util.List getLogcatOutput(java.lang.String,int,java.lang.String)> -> <java.lang.StringBuilder: void <init>()>"
well_formed_call_should_have_been_allowed,<com.crashlytics.android.core.ByteString: void <init>(byte[])> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<android.support.design.internal.ScrimInsetsFrameLayout: void <init>(android.content.Context,android.util.AttributeSet,int)> -> <android.support.design.internal.ScrimInsetsFrameLayout$1: void <init>(android.support.design.internal.ScrimInsetsFrameLayout)>"
well_formed_call_should_have_been_allowed,<com.google.gson.reflect.TypeToken: void <init>(java.lang.reflect.Type)> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<com.google.android.gms.measurement.internal.zzab: void <init>(android.content.Context)> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.internal.zzag: void <clinit>()> -> <com.google.android.gms.internal.zzag: void <init>(java.lang.String,int,java.lang.String)>"
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzta: void <init>(com.google.android.gms.internal.zzrw)> -> <com.google.android.gms.internal.zzru: void <init>(com.google.android.gms.internal.zzrw)>
well_formed_call_should_have_been_allowed,"<com.startapp.android.publish.c: void onReceiveAd(com.startapp.android.publish.Ad)> -> <com.startapp.android.publish.c$1: void <init>(com.startapp.android.publish.c,com.startapp.android.publish.Ad)>"
well_formed_call_should_have_been_allowed,<com.crashlytics.android.core.ByteString: void <init>(byte[])> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<android.support.v7.widget.gw: void <init>()> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<com.google.android.music.api.MusicPublicContentProvider: void <clinit>()> -> <com.google.android.music.api.MusicPublicContentProvider: android.content.UriMatcher initUriMatcher()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.ads.internal.client.zzad: void <init>(com.google.android.gms.ads.internal.client.zzad$zza,com.google.android.gms.ads.search.SearchAdRequest)> -> <com.google.android.gms.ads.internal.client.zzad$zza: java.lang.String zzj(com.google.android.gms.ads.internal.client.zzad$zza)>"
well_formed_call_should_have_been_allowed,"<com.crashlytics.android.core.SessionProtobufHelper: int getFrameSize(java.lang.StackTraceElement,boolean)> -> <java.lang.StringBuilder: void <init>()>"
well_formed_call_should_have_been_allowed,<android.support.v4.view.accessibility.AccessibilityNodeInfoCompat: void <init>(java.lang.Object)> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<com.startapp.android.publish.splash.SplashConfig: void <init>()> -> <java.lang.Long: java.lang.Long valueOf(long)>
well_formed_call_should_have_been_allowed,"<bbc.mobile.news.v3.appwidget.HeadlineViewWidgetProvider_MembersInjector: dagger.MembersInjector a(javax.inject.Provider,javax.inject.Provider,javax.inject.Provider)> -> <bbc.mobile.news.v3.appwidget.HeadlineViewWidgetProvider_MembersInjector: void <init>(javax.inject.Provider,javax.inject.Provider,javax.inject.Provider)>"
well_formed_call_should_have_been_allowed,<com.crashlytics.android.core.ReportUploader: void <init>(com.crashlytics.android.core.CreateReportSpiCall)> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<com.usnaviguide.radarnow.model.RadarStation: void <init>(java.lang.String,java.lang.String,java.lang.String)> -> <java.lang.Object: void <init>()>"
well_formed_call_should_have_been_allowed,<android.support.v7.widget.ResourcesWrapper: void <init>(android.content.res.Resources)> -> <android.support.v7.widget.ResourcesWrapper: android.content.res.Configuration getConfiguration()>
well_formed_call_should_have_been_allowed,<com.whatsappringtones.whatsappalerts.whatsappnotifications.AdmobAdapterCalculator: int getAdIndex(int)> -> <java.lang.StringBuilder: void <init>()>
well_formed_call_should_have_been_allowed,"<com.plattysoft.leonids.ParticleSystem: void <init>(android.app.Activity,int,android.graphics.drawable.Drawable,long)> -> <com.plattysoft.leonids.Particle: void <init>(android.graphics.Bitmap)>"
well_formed_call_should_have_been_allowed,<com.startapp.android.publish.h.a.e.c: byte[] a(java.lang.String)> -> <java.lang.StringBuilder: void <init>(int)>
well_formed_call_should_have_been_allowed,<com.pixlr.model.e: com.pixlr.model.n a(java.lang.String[])> -> <java.lang.StringBuilder: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.common.api.Api: void <init>(java.lang.String,com.google.android.gms.common.api.Api$zza,com.google.android.gms.common.api.Api$zzf)> -> <java.lang.Object: void <init>()>"
well_formed_call_should_have_been_allowed,"<com.b.a.d.b.c: com.b.a.d.b.c$c a(com.b.a.d.c,int,int,com.b.a.d.a.c,com.b.a.g.b,com.b.a.d.g,com.b.a.d.d.f.c,com.b.a.g,boolean,com.b.a.d.b.b,com.b.a.h.e)> -> <com.b.a.d.b.i: void <init>(com.b.a.d.b.i$a,com.b.a.d.b.a,com.b.a.g)>"
well_formed_call_should_have_been_allowed,<android.support.v4.f.q: void <init>()> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<com.crashlytics.android.core.ByteString: com.crashlytics.android.core.ByteString copyFromUtf8(java.lang.String)> -> <com.crashlytics.android.core.ByteString: void <init>(byte[])>
well_formed_call_should_have_been_allowed,<io.fabric.sdk.android.Fabric: io.fabric.sdk.android.Fabric setCurrentActivity(android.app.Activity)> -> <java.lang.ref.WeakReference: void <init>(java.lang.Object)>
well_formed_call_should_have_been_allowed,<com.testfairy.m: void <init>()> -> <com.testfairy.m$8: void <init>(com.testfairy.m)>
well_formed_call_should_have_been_allowed,"<android.support.v7.app.AppCompatDelegateImplV14: android.view.Window$Callback wrapWindowCallback(android.view.Window$Callback)> -> <android.support.v7.app.AppCompatDelegateImplV14$AppCompatWindowCallbackV14: void <init>(android.support.v7.app.AppCompatDelegateImplV14,android.view.Window$Callback)>"
well_formed_call_should_have_been_allowed,"<com.kochava.android.tracker.Feature: void init(android.content.Context,boolean,java.util.HashMap)> -> <com.kochava.android.tracker.Feature$ApplicationInfoHolder: void <init>(com.kochava.android.tracker.Feature,java.lang.String,java.lang.String,java.lang.String)>"
well_formed_call_should_have_been_allowed,"<com.pixlr.model.k: void <init>(com.pixlr.model.Processor,com.pixlr.model.c,java.lang.String,int,com.pixlr.model.generator.DownloadableFile,com.pixlr.model.generator.DownloadableFile)> -> <java.lang.Object: void <init>()>"
well_formed_call_should_have_been_allowed,"<com.android.volley.toolbox.Volley: com.android.volley.RequestQueue newRequestQueue(android.content.Context,com.android.volley.toolbox.HttpStack)> -> <com.android.volley.toolbox.DiskBasedCache: void <init>(java.io.File)>"
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzbt: void <clinit>()> -> <java.lang.Boolean: java.lang.Boolean valueOf(boolean)>
well_formed_call_should_have_been_allowed,<com.b.a.o: com.b.a.i a(org.w3c.dom.Node)> -> <com.b.a.k: void <init>(java.lang.String)>
well_formed_call_should_have_been_allowed,<com.facebook.jni.HybridData: void <init>()> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzatx: void <init>(com.google.android.gms.internal.zzaue)> -> <com.google.android.gms.internal.zzatx: com.google.android.gms.internal.zzati zzKm()>
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzapd: java.lang.String zzth(java.lang.String)> -> <java.lang.StringBuffer: void <init>()>
well_formed_call_should_have_been_allowed,<com.e.a.a: void <clinit>()> -> <java.lang.Boolean: java.lang.Boolean valueOf(boolean)>
well_formed_call_should_have_been_allowed,<com.google.gson.stream.JsonReader: java.lang.String nextQuotedValue(char)> -> <java.lang.StringBuilder: void <init>()>
well_formed_call_should_have_been_allowed,<android.support.graphics.drawable.PathParser: float[] getFloats(java.lang.String)> -> <android.support.graphics.drawable.PathParser$ExtractFloatResult: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.internal.zzae: void <clinit>()> -> <com.google.android.gms.internal.zzae: void <init>(java.lang.String,int,java.lang.String)>"
well_formed_call_should_have_been_allowed,<com.proj.minecraftskins.e.a: java.util.ArrayList c(com.b.a.d)> -> <java.util.ArrayList: void <init>()>
well_formed_call_should_have_been_allowed,<com.facebook.ads.internal.http.d: void <init>(java.util.Map)> -> <android.support.v4.util.MapCollections$ArrayIterator: boolean hasNext()>
well_formed_call_should_have_been_allowed,<com.startapp.android.publish.adinformation.b: com.startapp.android.publish.adinformation.b a()> -> <com.startapp.android.publish.adinformation.b: void <init>()>
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzhv: void <init>(com.google.android.gms.internal.zzhv$1)> -> <com.google.android.gms.internal.zzhv: void <init>()>
well_formed_call_should_have_been_allowed,"<com.nostra13.universalimageloader.core.download.URLConnectionImageDownloader: void <init>()> -> <com.nostra13.universalimageloader.core.download.URLConnectionImageDownloader: void <init>(int,int)>"
well_formed_call_should_have_been_allowed,<com.c.a.c.a: void <init>(byte[])> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<android.support.v7.widget.AppCompatImageView: void <init>(android.content.Context,android.util.AttributeSet,int)> -> <android.support.v7.widget.az: void <init>(android.widget.ImageView,android.support.v7.widget.ar)>"
well_formed_call_should_have_been_allowed,<com.google.firebase.provider.FirebaseInitProvider: void <init>()> -> <android.content.ContentProvider: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.measurement.internal.af: void <init>(com.google.android.gms.measurement.internal.aj)> -> <com.google.android.gms.measurement.internal.af$b: void <init>(com.google.android.gms.measurement.internal.af,java.lang.String,long)>"
well_formed_call_should_have_been_allowed,<com.b.a.b.b: com.b.a.b.b a(java.lang.String)> -> <com.b.a.b.b: void <init>(byte[])>
well_formed_call_should_have_been_allowed,"<android.support.v7.view.menu.ActionMenuItem: void <init>(android.content.Context,int,int,int,int,java.lang.CharSequence)> -> <java.lang.Object: void <init>()>"
well_formed_call_should_have_been_allowed,<com.crashlytics.android.core.ByteString: void <init>(byte[])> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<org.solovyev.android.checkout.ProductTypes: void checkSupported(java.lang.String)> -> <java.lang.StringBuilder: void <init>()>
well_formed_call_should_have_been_allowed,"<c: void a(java.util.ArrayList,char,float[])> -> <c$b: void <init>(char,float[])>"
well_formed_call_should_have_been_allowed,<com.facebook.common.executors.UiThreadImmediateExecutorService: void <init>()> -> <com.facebook.common.executors.HandlerExecutorServiceImpl: void <init>(android.os.Handler)>
well_formed_call_should_have_been_allowed,<com.crashlytics.android.core.ByteString: void <init>(byte[])> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.b.fa: void <init>(int,java.lang.String,java.lang.Boolean)> -> <com.google.android.gms.b.ez: void <init>(int,java.lang.String,java.lang.Object,com.google.android.gms.b.fa)>"
well_formed_call_should_have_been_allowed,<softmint.babyapp.Bebe.BabyRegisterActivity: void onCreate(android.os.Bundle)> -> <softmint.babyapp.Bebe.a: void <init>(android.content.Context)>
well_formed_call_should_have_been_allowed,<com.jdpapps.textt1.l: void <init>()> -> <com.jdpapps.textt1.m: void <init>(com.jdpapps.textt1.l)>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.analytics.internal.zzy: void <clinit>()> -> <com.google.android.gms.analytics.internal.zzy$zza: com.google.android.gms.analytics.internal.zzy$zza zza(java.lang.String,long,long)>"
well_formed_call_should_have_been_allowed,<c.IBG: void <init>(android.content.Context)> -> <c.IIU: void <init>(android.content.Context)>
well_formed_call_should_have_been_allowed,<com.google.android.gms.b.bz: void <init>(android.content.Context)> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<cn.jpush.android.util.b: void <clinit>()> -> <java.util.ArrayList: boolean add(java.lang.Object)>
well_formed_call_should_have_been_allowed,<com.handmark.data.sports.SportsObject: void <init>()> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<io.fabric.sdk.android.services.b.z: void <init>(android.content.Context,java.lang.String,java.lang.String,java.util.Collection)> -> <java.util.concurrent.locks.ReentrantLock: void <init>()>"
well_formed_call_should_have_been_allowed,<com.b.a.k: void <init>(java.lang.String)> -> <com.b.a.i: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.internal.cx: void <clinit>()> -> <com.google.android.gms.internal.cp: com.google.android.gms.internal.cp a(java.lang.String,long)>"
well_formed_call_should_have_been_allowed,<com.flixster.android.data.AccountManager: void <init>()> -> <com.flixster.android.di.DaggerFlixsterComponent: com.flixster.android.storage.SharedPrefs sharedPrefs()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.internal.ch: void <init>(android.view.ViewGroup,android.util.AttributeSet,boolean,com.google.android.gms.internal.bb,com.google.android.gms.internal.bo)> -> <com.google.android.gms.internal.bf: java.lang.String a()>"
well_formed_call_should_have_been_allowed,"<com.crashlytics.android.core.SessionProtobufHelper: int getFrameSize(java.lang.StackTraceElement,boolean)> -> <java.lang.StringBuilder: void <init>()>"
well_formed_call_should_have_been_allowed,"<org.osmdroid.util.GeoPoint: void <init>(double,double)> -> <java.lang.Object: void <init>()>"
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzaar: void begin()> -> <java.util.HashMap: void <init>()>
well_formed_call_should_have_been_allowed,"<android.support.v7.widget.bl: android.support.v7.widget.bl a(android.content.Context,android.util.AttributeSet,int[],int,int)> -> <android.support.v7.widget.bl: void <init>(android.content.Context,android.content.res.TypedArray)>"
well_formed_call_should_have_been_allowed,<android.support.v7.view.menu.MenuBuilder: void <init>(android.content.Context)> -> <android.support.v7.view.menu.MenuBuilder: void setShortcutsVisibleInner(boolean)>
well_formed_call_should_have_been_allowed,<com.amazon.device.ads.LogcatLogger: void <init>()> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.ads.BaseAdView: void <init>(android.content.Context,android.util.AttributeSet,int)> -> <android.view.ViewGroup: void <init>(android.content.Context,android.util.AttributeSet)>"
other,"<com.google.android.gms.ads.internal.request.AdRequestInfoParcel: void <init>(int,android.os.Bundle,com.google.android.gms.ads.internal.client.AdRequestParcel,com.google.android.gms.ads.internal.client.AdSizeParcel,java.lang.String,android.content.pm.ApplicationInfo,android.content.pm.PackageInfo,java.lang.String,java.lang.String,java.lang.String,com.google.android.gms.ads.internal.util.client.VersionInfoParcel,android.os.Bundle,int,java.util.List,android.os.Bundle,boolean,android.os.Messenger,i"
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzct: void zza(com.google.android.gms.internal.zzct$zzb)> -> <com.google.android.gms.internal.zzct$zza: void <init>()>
well_formed_call_should_have_been_allowed,<com.google.calendar.v2.client.service.api.common.Color: com.google.calendar.v2.client.service.api.common.Color fromHexString(java.lang.String)> -> <com.google.calendar.v2.client.service.api.common.Color: void <init>(java.lang.String)>
well_formed_call_should_have_been_allowed,<o.gz: void <clinit>()> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.measurement.internal.zzl$zza: com.google.android.gms.measurement.internal.zzl$zza zzb(java.lang.String,boolean,boolean)> -> <com.google.android.gms.measurement.internal.zzl$zza: void <init>(java.lang.String,com.google.android.gms.internal.zzre,java.lang.Object)>"
well_formed_call_should_have_been_allowed,<com.google.android.gms.common.internal.zzaj: void <init>(android.content.Context)> -> <o.Ү: java.lang.String getResourcePackageName(int)>
well_formed_call_should_have_been_allowed,<com.google.android.gms.measurement.internal.bd: void <init>(com.google.android.gms.measurement.internal.c)> -> <com.google.android.gms.measurement.internal.al: void a(java.lang.String)>
well_formed_call_should_have_been_allowed,"<com.crashlytics.android.core.SessionProtobufHelper: int getFrameSize(java.lang.StackTraceElement,boolean)> -> <java.lang.StringBuilder: void <init>()>"
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzjh: void <init>()> -> <java.util.ArrayList: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.common.internal.zzl: void <init>(android.os.Looper,com.google.android.gms.common.internal.zzl$zza)> -> <java.util.ArrayList: void <init>()>"
well_formed_call_should_have_been_allowed,"<com.google.android.gms.analytics.internal.zzo: void <init>(java.lang.String,int)> -> <java.lang.Enum: void <init>(java.lang.String,int)>"
well_formed_call_should_have_been_allowed,<b.a.a.a.a.c.p: void <init>()> -> <java.util.concurrent.atomic.AtomicReference: void <init>(java.lang.Object)>
well_formed_call_should_have_been_allowed,"<com.facebook.appevents.AppEventsLogger$FlushBehavior: void <init>(java.lang.String,int)> -> <java.lang.Enum: void <init>(java.lang.String,int)>"
well_formed_call_should_have_been_allowed,<com.crashlytics.android.core.ByteString: void <init>(byte[])> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzarg: void <init>()> -> <com.google.android.gms.internal.zzarg: void <init>(int)>
well_formed_call_should_have_been_allowed,"<android.support.v7.widget.AppCompatTextView: void <init>(android.content.Context,android.util.AttributeSet,int)> -> <android.widget.TextView: void <init>(android.content.Context,android.util.AttributeSet,int)>"
well_formed_call_should_have_been_allowed,<o.ɤ: void <init>(o.ț)> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<com.handmark.data.ScCode: void <init>(org.xml.sax.Attributes)> -> <java.lang.String: int length()>
well_formed_call_should_have_been_allowed,<io.fabric.sdk.android.services.concurrency.PriorityTask: void <init>()> -> <java.util.ArrayList: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.internal.zzbo: void <init>(com.google.android.gms.internal.zzbo$zza,com.google.android.gms.ads.search.SearchAdRequest)> -> <com.google.android.gms.internal.zzbo$zza: android.os.Bundle zzm(com.google.android.gms.internal.zzbo$zza)>"
well_formed_call_should_have_been_allowed,<com.facebook.react.uimanager.Spacing: void <init>(float)> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<com.facebook.react.bridge.ReadableNativeMap: void <init>(com.facebook.jni.HybridData)> -> <com.facebook.react.bridge.NativeMap: void <init>(com.facebook.jni.HybridData)>
well_formed_call_should_have_been_allowed,<android.support.v4.graphics.drawable.DrawableWrapperDonut: void <init>(android.graphics.drawable.Drawable)> -> <android.support.v4.graphics.drawable.DrawableWrapperDonut: android.support.v4.graphics.drawable.DrawableWrapperDonut$DrawableWrapperState mutateConstantState()>
well_formed_call_should_have_been_allowed,<com.google.gson.stream.JsonReader: java.lang.String nextQuotedValue(char)> -> <java.lang.StringBuilder: void <init>()>
well_formed_call_should_have_been_allowed,"<android.support.design.widget.FloatingActionButton: void <init>(android.content.Context,android.util.AttributeSet,int)> -> <android.graphics.Rect: void <init>()>"
well_formed_call_should_have_been_allowed,<com.facebook.react.bridge.ReadableNativeMap: com.facebook.react.bridge.ReadableMapKeySetIterator keySetIterator()> -> <com.facebook.react.bridge.ReadableNativeMap$ReadableNativeMapKeySetIterator: void <init>(com.facebook.react.bridge.ReadableNativeMap)>
well_formed_call_should_have_been_allowed,"<android.support.v7.widget.TintTypedArray: void <init>(android.content.Context,android.content.res.TypedArray)> -> <java.lang.Object: void <init>()>"
well_formed_call_should_have_been_allowed,"<android.support.v7.app.AppCompatViewInflater: android.view.View createView(android.view.View,java.lang.String,android.content.Context,android.util.AttributeSet,boolean,boolean,boolean,boolean)> -> <android.support.v7.widget.AppCompatTextView: void <init>(android.content.Context,android.util.AttributeSet)>"
well_formed_call_should_have_been_allowed,"<com.google.android.gms.internal.zzjz: void <clinit>()> -> <java.util.concurrent.Executors: java.util.concurrent.ExecutorService newFixedThreadPool(int,java.util.concurrent.ThreadFactory)>"
well_formed_call_should_have_been_allowed,<com.amazon.device.ads.ConnectionInfo: void <init>(com.amazon.device.ads.MobileAdsInfoStore)> -> <com.amazon.device.ads.MobileAdsInfoStore: android.content.Context getApplicationContext()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.measurement.internal.zzl: void <clinit>()> -> <com.google.android.gms.measurement.internal.zzl$zza: com.google.android.gms.measurement.internal.zzl$zza zzf(java.lang.String,long)>"
well_formed_call_should_have_been_allowed,<com.google.android.gms.ads.internal.util.client.zza: void <clinit>()> -> <java.lang.Class: java.lang.String getName()>
well_formed_call_should_have_been_allowed,<com.hptuners.trackaddict.OurApp: com.hptuners.trackaddict.OurApp$b r()> -> <com.hptuners.trackaddict.OurApp$b: void <init>()>
well_formed_call_should_have_been_allowed,<com.b.a.o: com.b.a.i a(org.w3c.dom.Node)> -> <com.b.a.k: void <init>(java.lang.String)>
well_formed_call_should_have_been_allowed,<com.amazon.device.ads.AdvertisingIdentifier: void <init>()> -> <com.amazon.device.ads.MobileAdsLoggerFactory: void <init>()>
well_formed_call_should_have_been_allowed,<android.support.v4.util.SimpleArrayMap: void <init>()> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<avc: void <init>(atv)> -> <atv: aui a(avc)>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.common.api.Status: void <init>(int)> -> <com.google.android.gms.common.api.Status: void <init>(int,java.lang.String)>"
well_formed_call_should_have_been_allowed,<android.support.v7.widget.RoundRectDrawableWithShadow: void buildShadowCorners()> -> <android.graphics.RectF: void <init>(android.graphics.RectF)>
well_formed_call_should_have_been_allowed,"<org.apache.cordova.PluginResult: void <init>(org.apache.cordova.PluginResult$Status,org.json.JSONObject)> -> <java.lang.Enum: int ordinal()>"
well_formed_call_should_have_been_allowed,<com.b.a.o: com.b.a.i a(org.w3c.dom.Node)> -> <com.b.a.k: void <init>(java.lang.String)>
well_formed_call_should_have_been_allowed,<com.crashlytics.android.core.ByteString: void <init>(byte[])> -> <java.lang.Object: void <init>()>
other,"<com.google.android.gms.ads.internal.request.AdRequestInfoParcel: void <init>(int,android.os.Bundle,com.google.android.gms.ads.internal.client.AdRequestParcel,com.google.android.gms.ads.internal.client.AdSizeParcel,java.lang.String,android.content.pm.ApplicationInfo,android.content.pm.PackageInfo,java.lang.String,java.lang.String,java.lang.String,com.google.android.gms.ads.internal.util.client.VersionInfoParcel,android.os.Bundle,int,java.util.List,android.os.Bundle,boolean,android.os.Messenger,i"
well_formed_call_should_have_been_allowed,"<org.jsoup.nodes.Element: void <init>(org.jsoup.parser.Tag,java.lang.String,org.jsoup.nodes.Attributes)> -> <org.jsoup.nodes.Node: void <init>(java.lang.String,org.jsoup.nodes.Attributes)>"
well_formed_call_should_have_been_allowed,"<com.a.a.c.ad: int a(java.lang.StackTraceElement,boolean)> -> <java.lang.StringBuilder: void <init>()>"
well_formed_call_should_have_been_allowed,<com.google.android.gms.common.GooglePlayServicesNotAvailableException: void <init>(int)> -> <java.lang.Exception: void <init>()>
well_formed_call_should_have_been_allowed,<com.soft.modforminecraft.i.c: void <init>(android.content.Context)> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,<com.google.gson.stream.JsonReader: java.lang.String nextQuotedValue(char)> -> <java.lang.StringBuilder: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.tagmanager.zzce: void <init>(android.content.Context,com.google.android.gms.internal.zzafm$zzc,com.google.android.gms.tagmanager.DataLayer,com.google.android.gms.tagmanager.zzr$zza,com.google.android.gms.tagmanager.zzr$zza,com.google.android.gms.tagmanager.zzad)> -> <android.support.v4.util.SimpleArrayMap: java.lang.Object get(java.lang.Object)>"
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzbz: void <clinit>()> -> <java.lang.Boolean: java.lang.Boolean valueOf(boolean)>
well_formed_call_should_have_been_allowed,<b.b: void <init>(org.w3c.dom.Element)> -> <org.w3c.dom.Node: short getNodeType()>
well_formed_call_should_have_been_allowed,<com.google.android.gms.internal.zzaij: void <init>(int)> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<org.jsoup.nodes.Attribute: void <init>(java.lang.String,java.lang.String)> -> <java.lang.Object: void <init>()>"
well_formed_call_should_have_been_allowed,<com.b.a.g: void <init>()> -> <java.util.LinkedHashMap: void <init>()>
well_formed_call_should_have_been_allowed,<com.domobile.eframe.b: void <clinit>()> -> <com.domobile.applock.w$a: void <init>()>
well_formed_call_should_have_been_allowed,<com.google.android.gms.common.zzg: void <clinit>()> -> <java.util.concurrent.atomic.AtomicBoolean: void <init>()>
well_formed_call_should_have_been_allowed,<android.support.v4.app.FragmentManagerImpl: void <init>()> -> <android.support.v4.app.FragmentManagerImpl$1: void <init>(android.support.v4.app.FragmentManagerImpl)>
well_formed_call_should_have_been_allowed,<br: void <init>(byte[])> -> <java.lang.Object: void <init>()>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.measurement.internal.zzl: void <clinit>()> -> <com.google.android.gms.measurement.internal.zzl$zza: com.google.android.gms.measurement.internal.zzl$zza zzh(java.lang.String,long)>"
well_formed_call_should_have_been_allowed,<org.jsoup.parser.HtmlTreeBuilder: void <init>()> -> <java.util.ArrayList: void <init>()>
well_formed_call_should_have_been_allowed,<okhttp3.ConnectionSpec: void <clinit>()> -> <okhttp3.ConnectionSpec$Builder: void <init>(boolean)>
well_formed_call_should_have_been_allowed,<com.omniture.android.AppMeasurement: void <init>(android.app.Application)> -> <java.lang.StringBuilder: java.lang.StringBuilder append(int)>
well_formed_call_should_have_been_allowed,"<com.google.android.gms.internal.zzio: com.google.android.gms.internal.zzje zza(java.util.concurrent.ExecutorService,java.util.concurrent.Callable)> -> <com.google.android.gms.internal.zzio$3: void <init>(com.google.android.gms.internal.zzjb,java.util.concurrent.Callable)>"
